"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"13821","2210018M11Rik",941.515132149932,-0.30763895201671,0.050893365159669,-6.04477520894025,1.49618458012915e-09,9.84514705785405e-08
"13822","Chd6",1890.90022705781,-0.307646265742384,0.0615080596516888,-5.00172282274128,5.68202438475498e-07,1.56833929699564e-05
"13823","Tnc",148.261207366598,-0.30802019762727,0.264116875515694,-1.1662268721976,0.243522730542317,0.438335293491163
"13824","Prrc2b",15578.9394700549,-0.308215579816743,0.0649794083446342,-4.7432807972342,2.102844675154e-06,4.78742521299659e-05
"13825","Kcna5",36.9259526411981,-0.308259498694752,0.340745933012972,-0.904660830340761,0.365645098201433,0.567895160487137
"13826","BC037032",12.0734239474905,-0.308608066741778,0.363780828475658,-0.848335158383498,0.396251342657303,0.597634399297934
"13827","Artn",5.81663040889167,-0.308732650082108,0.496839898961219,-0.621392627137231,0.53434132190854,0.713401222323625
"13828","Dcakd",899.853213515942,-0.308794907452769,0.111358335121424,-2.77298423253242,0.0055544811967352,0.0284847531282754
"13829","Eml6",985.952432383712,-0.308797405889086,0.0573578670606022,-5.38369750679225,7.2971095569553e-08,2.82378222185404e-06
"13830","Galt",298.702565487443,-0.308848461051035,0.091728598221865,-3.36698114915067,0.000759958829693305,0.00599168753744545
"13831","1600020E01Rik",33.6975155870744,-0.309123530937172,0.221883786813311,-1.39317764211976,0.163566078952633,0.335324438184082
"13832","Peg3",3882.16589931456,-0.309129499508466,0.1121419762163,-2.75659043953546,0.00584074581052221,0.0296698472036136
"13833","Tnks1bp1",2968.89244617413,-0.309272931202278,0.0923336521484746,-3.3495147652663,0.000809532408601499,0.00630917436888574
"13834","Gatad2b",825.619082066291,-0.309377075111348,0.087570317238002,-3.53289887337637,0.000411029664188649,0.00366915146709902
"13835","Crocc",1040.25035562887,-0.309630626752154,0.126617705574635,-2.44539754805178,0.0144692551464136,0.0586098789632002
"13836","Sncb",2739.23551250287,-0.309736860774481,0.0869453984837627,-3.56242959576895,0.000367438465919336,0.00335099583392517
"13837","Foxp4",375.967009614382,-0.30974118621618,0.090400195849541,-3.42633313241602,0.0006117895400916,0.0050294453757135
"13838","Gm5860",6.09633424137405,-0.309924947228699,0.51607820019612,-0.600538730585638,0.548147256967523,0.724988087968232
"13839","Kri1",561.124503843647,-0.309981232428643,0.0655749697536558,-4.72712734131855,2.27718465937107e-06,5.11710299177116e-05
"13840","Setbp1",1591.73835340823,-0.310098614777333,0.103078235114801,-3.00838110423571,0.00262643548917185,0.0158388482032618
"13841","G6pc3",450.105255394186,-0.310126216283406,0.121730525111768,-2.54764543238979,0.0108452637531708,0.0470988271319127
"13842","Slc29a2",193.128321596295,-0.310195531427291,0.086803985369846,-3.57351716174828,0.000352218147183187,0.00323679552464455
"13843","Naprt",76.6297802948064,-0.310283184008827,0.139750888809378,-2.22025910999433,0.0264011838905742,0.0910899253923682
"13844","Trim71",14.4364319153081,-0.310471922672337,0.446161787301566,-0.695872957991548,0.486508393822369,0.675970990882025
"13845","Fry",5033.0700048032,-0.311037197880966,0.0770149365394643,-4.03866070475281,5.37572577300862e-05,0.000708659707777426
"13846","Arhgap5",2897.14743665014,-0.311059510524506,0.0350033380073041,-8.88656705996432,6.30260185240753e-19,3.78034907262675e-16
"13847","Depdc5",1047.94750637051,-0.311093248839252,0.0724838995720225,-4.29189448520411,1.77155131969489e-05,0.00028393980298707
"13848","Nrbp2",1377.05123464805,-0.311188475215097,0.149120675074232,-2.08682313877795,0.0369041247151402,0.117237690962031
"13849","Tbr1",835.476979262742,-0.311229799147603,0.153645861434678,-2.02563086464858,0.0428026262037143,0.130627584275328
"13850","Sf3a2",502.664342863401,-0.311306458023168,0.0734826937259725,-4.23645952860785,2.27071826304073e-05,0.00034854184362323
"13851","Wdr6",3049.98064324303,-0.311314660409742,0.176725648188822,-1.76157034137523,0.0781419186286253,0.202597376727084
"13852","Snrnp200",3350.88139287132,-0.311320431977472,0.0411851424681554,-7.55904710583889,4.0603284974141e-14,9.59406407835953e-12
"13853","Pax6",91.7934256122703,-0.311702615532161,0.161873323620524,-1.92559594478259,0.0541548454701567,0.15513314017397
"13854","Hirip3",392.532953839826,-0.31190331762428,0.0946897726824183,-3.29394937582518,0.000987902891260496,0.00737851800249398
"13855","Ddi2",787.60613861071,-0.311936837815575,0.0950723087878975,-3.28104830725731,0.00103422029429554,0.00764391729362037
"13856","Dicer1",1670.70636607536,-0.311937866258006,0.0565631819966458,-5.51485710751747,3.49063449204548e-08,1.5163355126309e-06
"13857","Maml2",1212.4499437349,-0.312039797609401,0.180709234204179,-1.72675070526188,0.0842124449876931,0.213717344114414
"13858","Slc4a3",1831.10563207412,-0.312117465094552,0.0969299515203079,-3.22003116889169,0.00128176659703947,0.00902852307173916
"13859","Nanos2",14.6747792302368,-0.312500983483158,0.291334808401551,-1.07265240702866,0.283427101589505,0.483805346901087
"13860","Wnk3",1087.35886160627,-0.312630604481245,0.0939310520083567,-3.32829876592281,0.000873781053581505,0.00669283670461865
"13861","Abhd1",32.4126530626761,-0.312752875464068,0.192223414279395,-1.62702799051048,0.103731153168632,0.246786778591123
"13862","A930017M01Rik",285.578085984818,-0.312820803658224,0.105465791170578,-2.96608786779284,0.00301614303857973,0.0176284208675794
"13863","3830408C21Rik",47.8449236897886,-0.313176711936021,0.171248917369517,-1.82878068221743,0.0674324700305027,0.181876608954333
"13864","Gm2897",46.6993587345907,-0.313290389189668,0.158927139249745,-1.97128313432578,0.0486914993904662,0.143320259591506
"13865","Bfsp1",5.15021304930772,-0.313400780890874,0.573263448226416,-0.546695907196744,0.584587666502585,0.754002725325846
"13866","Efcc1",83.352522221553,-0.313767241294883,0.162380718579393,-1.93229371097697,0.0533232642237688,0.153314215628627
"13867","Zcchc12",643.763623473452,-0.31403422459191,0.296200110169435,-1.06020968193521,0.289049217383373,0.490354070660009
"13868","Sp1",627.840928336219,-0.314133254072058,0.0520408026427974,-6.03628764583505,1.57700041870313e-09,1.02046977301557e-07
"13869","3110021A11Rik",6.19273385068577,-0.314149531559244,0.45994613064454,-0.683013750151598,0.494598153959486,0.682951851513918
"13870","Nphp3",159.946051447905,-0.314285278597646,0.121385355911443,-2.58915316627595,0.00962122892877774,0.0430865649101602
"13871","Prim1",73.8000223811733,-0.314309499158383,0.162823539009107,-1.9303689200663,0.0535611430395522,0.153773755654143
"13872","Stard10",140.725420925859,-0.314415741583855,0.121292790840026,-2.59220469251583,0.0095363013094196,0.0428213702621361
"13873","Cideb",31.7599639851498,-0.314422100728081,0.233925351770615,-1.34411297599074,0.178911856676024,0.355075420261805
"13874","Wdr17",430.554674838447,-0.314586794406426,0.0823684256124922,-3.81926438519561,0.000133850241136257,0.00146176086170863
"13875","Chrd",716.715714466666,-0.315109148425154,0.135723139063626,-2.32170542620173,0.0202488025778644,0.0752215522157682
"13876","Msh3",525.123614636369,-0.31516769485636,0.072779380013036,-4.33045314208376,1.48802809316596e-05,0.000243502603493422
"13877","Zfp53",149.552174530789,-0.315456081027669,0.101878686050349,-3.09638937502364,0.00195892940925174,0.0127289600572003
"13878","Slc27a5",4.62588212908164,-0.31547204124297,0.503120633226241,-0.627030617329323,0.530639165668898,0.710876882450517
"13879","Glt1d1",278.579578460308,-0.315709326645066,0.0900737186763665,-3.50501046569872,0.000456589334221942,0.00397793892021854
"13880","5430405H02Rik",63.7972847599271,-0.315812817191472,0.224010028856113,-1.40981552836782,0.158594160222713,0.328736275324909
"13881","Ikzf4",316.731223438989,-0.315889033111489,0.0934737609270446,-3.37944071126053,0.000726334717434006,0.00577623147291347
"13882","Phf11d",4.91399015438855,-0.316073565374553,0.579879078044578,-0.545068062190466,0.585706707490032,0.754522456208514
"13883","Mccc2",378.483581890457,-0.316138530354307,0.105072430952873,-3.00876764235235,0.00262309646266042,0.0158309556250733
"13884","Zfp114",54.0378416489541,-0.316218993385341,0.172553448898941,-1.83258576054623,0.066864197339555,0.18099349374571
"13885","Marveld2",21.8019460174971,-0.316360016971914,0.231879218937774,-1.36433104450301,0.172463399471538,0.346887477031538
"13886","Lppr1",330.301604764145,-0.316664777898299,0.123070496700149,-2.57303566970909,0.010081081728693,0.044752197426407
"13887","Rad54l",10.6045312038737,-0.316681395379153,0.406179680033492,-0.779658389984061,0.435591977050581,0.633503392903461
"13888","Txlnb",29.3296815593919,-0.316681906481393,0.282377739766966,-1.12148325410755,0.262082215664615,0.460428149890713
"13889","Zkscan8",943.767827096434,-0.316685010295177,0.06989684406881,-4.53074834084664,5.8775118908912e-06,0.000114431707788325
"13890","Zgrf1",123.349581574089,-0.31693208270892,0.113973273519673,-2.78075791737451,0.00542321613746278,0.0279864512454441
"13891","Gbp10",10.3915091763931,-0.317024251091724,0.367803196534306,-0.861939901770685,0.388720590028402,0.590785827370987
"13892","Dhrs11",41.4292915862985,-0.317084669162722,0.187907646390455,-1.68744952775285,0.0915169472160722,0.226165834012367
"13893","Mcm8",86.0838630284332,-0.317571444634377,0.130598925158297,-2.43165435128546,0.015030042828377,0.0603019083891276
"13894","Itga7",639.558384296427,-0.317586897929415,0.145179402881558,-2.18754790022461,0.0287025504364003,0.0972582710051307
"13895","Trex1",112.668609649292,-0.317665532348481,0.107982511087124,-2.94182390417071,0.00326285413892255,0.0187143105172847
"13896","Ccdc85a",4241.56965860261,-0.3176766535868,0.117298251742387,-2.70828123069122,0.0067632684828695,0.0332513152554697
"13897","St5",524.428457939156,-0.317695462192786,0.19705849521302,-1.61218861358581,0.106920902277425,0.252258921485089
"13898","Fcgr1",32.3201406416885,-0.317705111541995,0.312951902083627,-1.01518830665901,0.3100160735245,0.513074463187369
"13899","0610009O20Rik",548.45040775319,-0.317707131752011,0.0691181153777913,-4.59658267612568,4.29476604516277e-06,8.78961633521174e-05
"13900","A530013C23Rik",12.079350544095,-0.317896033093351,0.37089838084811,-0.857097387069846,0.391391065121708,0.592541325009602
"13901","Ttc17",943.170339881025,-0.317938069836946,0.0589148112472594,-5.39657283297731,6.79258457273597e-08,2.66827094236316e-06
"13902","Hddc3",81.8131386649376,-0.31802053732849,0.128262930365819,-2.47944231760075,0.0131588011987204,0.0544675498796173
